smiles,fgs,fgsmi,fgmol
CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,"[{32}, {9, 10, 11}, {17}, {22}, {26, 27}]","['F[R]', 'O=C([R])O[R]', 'Cl[R]', '[R]N([R])[R]', 'O=C([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc549e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc36f80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc54820>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc545f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc54580>]"
CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,"[{1}, {12}]","['[R]N([R])[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc546d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc37c30>]"
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,"[{19, 20}, {3, 4}, {9}, {11}, {13}]","['C#N', 'C#N', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc17df0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc54430>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc54dd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc54270>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc54350>]"
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,"[{16, 18, 19}, {9}, {6}, {23}]","['O=S(=O)([R])[R]', 'Cl[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc547b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc54eb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55070>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55150>]"
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,"[{3}, {6}, {8}, {16, 15}]","['[R]N[R]', 'O[Cal]', '[R]O[R]', 'O=C([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc54c80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc551c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55540>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55230>]"
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,"[{1}, {33}, {10}, {21}, {27}]","['[R]O[R]', '[R]O[R]', 'O[Cal]', 'O[Car]', '[R]N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc54740>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc54660>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc550e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc54ac0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc552a0>]"
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,"[{6}, {13, 14, 15}, {18}, {5}]","['[R]N[R]', '[R]N=CN([R])[R]', '[R]N([R])[R]', '[Sar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc544a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55770>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc54d60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55850>]"
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,"[{1}, {4}, {36, 5, 6}, {9}, {20, 11, 12, 13, 14}, {16}, {19}, {23}, {25}, {28, 29, 30}, {32}, {35}, {40}]","['[R]N[R]', 'O[Cal]', '[R]OCO[R]', 'O[Cal]', 'C=COCO[R]', '[R]N[R]', 'O[Cal]', 'N[Cal]', 'N[Cal]', 'O=C([R])N([R])[R]', 'O[Cal]', 'N[Cal]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc56110>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc561f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56340>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55460>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56260>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56490>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55e00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc562d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56570>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc563b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55fc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc567a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc566c0>]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,"[{2}, {34}, {3, 4, 5}, {37}, {8, 9, 10}, {14}, {21}, {23}, {25, 26, 27}, {16}, {29}]","['N[Cal]', 'F[R]', 'O=C([R])N([R])[R]', 'F[R]', 'O=C([R])N([R])[R]', '[R]N([R])[R]', 'F[R]', 'O=[Car]', 'O=C(O)[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc554d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56180>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56730>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55620>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55b60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55cb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55d90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55ee0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc54c10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc560a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc565e0>]"
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,"[{8}, {3}, {14}]","['O[Cal]', '[R]N([R])[R]', 'Cl[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc55f50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc555b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55380>]"
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,"[{0, 1}, {3}, {10, 11, 12, 13, 14}]","['C#C', 'O[Cal]', 'C=CC=NO']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc55690>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55000>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55e70>]"
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,"[{1}, {8, 6, 7}, {13, 14, 15}, {21, 22, 23}, {28}, {30}]","['[R]O[R]', 'O=C([R])N([R])[R]', '[R]N=CN([R])[R]', 'O=C([R])N([R])[R]', 'Cl[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc55a10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55700>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55bd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55930>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56b20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56a40>]"
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,"[{1, 2, 3, 4}, {33, 34, 35}, {40, 37, 38, 39}, {8, 6, 7}, {14}, {27}, {45}, {50}]","['O=C(O[R])N([R])[R]', 'O=C([R])N([R])[R]', 'O=C(O[R])N([R])[R]', 'O=C([R])N([R])[R]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc56500>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc569d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55af0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc558c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56650>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56c70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56d50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56ab0>]"
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,"[{0, 1}, {6}, {9}, {23}, {30}, {26}]","['O=C([R])[R]', '[R]O[R]', '[R]N([R])[R]', 'O[Car]', 'O[Car]', '[Sar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc557e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56ce0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56b90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55c40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56f80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56c00>]"
CC(C[N+](C)(C)C)OC(N)=O,"[{3}, {8, 9, 10, 7}]","['[R][N+]([R])([R])[R]', 'O=C(O[R])N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc559a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56ff0>]"
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,"[{4, 5, 6, 7}, {12}, {15}, {16}]","['O=S(=O)([R])N([R])[R]', 'N[Car]', '[Nar]', '[Oar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc55d20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc553f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56420>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57220>]"
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,"[{1}, {5}, {7}, {10, 11, 12}, {16}, {20}, {25}, {30}]","['[R]O[R]', 'N[Car]', 'Cl[R]', 'O=C([R])N([R])[R]', '[R]N([R])[R]', '[R]O[R]', 'F[R]', '[R]O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc57530>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56ea0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc568f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc55a80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57300>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57760>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56dc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc577d0>]"
C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"[{32}, {33}, {2, 3, 4}, {37}, {38}, {7}, {39}, {11, 12, 13, 14, 15}, {17}, {24}, {31}, {10}, {18}]","['F[R]', 'F[R]', '[R]OCO[R]', 'F[R]', 'F[R]', '[R]N([R])[R]', 'F[R]', 'O=P(O)(O)[Nar]', 'O=[Car]', 'F[R]', 'F[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc56880>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57140>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57920>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57990>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc576f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57610>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc578b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57b50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57ae0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc570d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57c30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57680>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57d10>]"
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,"[{1, 2, 3}, {8}, {11}, {13}]","['O=C([R])N([R])[R]', '[R]O[R]', 'O[Cal]', '[R]N[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc575a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57d80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57290>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57bc0>]"
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,"[{3}, {6}, {11}, {21, 22}, {24}, {1}, {13}]","['O=[Car]', '[R]N([R])[R]', 'N[Cal]', 'C#N', 'O=[Car]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc57840>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57ca0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56030>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57a70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56e30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57ed0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57f40>]"
NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,"[{0}, {33, 34, 13, 14, 15, 16, 17, 18, 19, 20}, {9, 10, 11}, {22}, {29, 30, 31}, {24}, {25}, {26}, {27}]","['N[Cal]', 'C=C(C(=O)O)N(CS[R])C(=O)[R]', 'O=C([R])N([R])[R]', '[R]S[R]', 'O=C(O)[R]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc57450>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57370>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc574c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57060>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70120>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70270>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70190>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc704a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc702e0>]"
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,"[{0, 1, 2, 3, 4}, {16}, {27}, {9}, {10}, {28}, {30}]","['C=CC(=O)N([R])[R]', '[R]O[R]', 'N[Car]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc56960>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc571b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56810>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57a00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc56f10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc573e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70040>]"
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,"[{0, 1, 2}, {4, 5}, {15}, {19, 20, 21}]","['O=C(O)[R]', 'C=N[R]', 'Cl[R]', 'O=C([R])N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc70660>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc57e60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc37140>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70890>]"
Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,"[{12, 13, 14}, {19, 20, 21}, {2}, {5}]","['O=C([R])N([R])[R]', 'O=C([R])N([R])[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc70200>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc705f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70350>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70ba0>]"
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,"[{3}, {8, 9}, {14}, {24, 22, 23}]","['[R]N([R])[R]', 'C#N', 'F[R]', 'O=C(O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc700b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70900>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc706d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70ac0>]"
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"[{1, 2, 3}, {5, 6}, {8}, {16, 17, 18, 19, 20, 21}, {25}, {27}]","['O=C([R])O[R]', 'O=C([R])[R]', 'O[Cal]', 'C=CC(=O)C=C', 'F[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc57df0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70cf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70d60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70dd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70740>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc703c0>]"
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,"[{8}, {14, 15}, {19, 20, 21}, {2}, {17}]","['[R]O[R]', 'C#N', 'O=C(O)[R]', '[Nar]', '[Sar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc70580>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70c80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70430>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc709e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70f20>]"
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,"[{1, 2, 3, 4, 5, 11, 12, 13, 14, 15, 16, 17, 18, 28, 29}, {7}, {9, 10}, {20}, {22}, {23}, {24}, {25}]","['C=C(C(=O)O)N1C(=O)C(O[R])(N([R])C(=O)[R])C1S[R]', '[R]S[R]', 'C#N', '[R]S[R]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc70b30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71460>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70f90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70a50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc714d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71380>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71150>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc707b0>]"
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,"[{0, 1, 2, 3, 18, 4}]",['O=C1[R]N([R])C(=O)N1[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc712a0>]
Cl[Ra]Cl,"[{0, 1, 2}]",['Cl[Ra]Cl'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc71000>]
Cc1cccc(N2CC(CO)OC2=O)c1,"[{11, 12, 13, 6}, {10}]","['O=C(O[R])N([R])[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc70820>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc713f0>]"
[13NH3],[{0}],['[R]N([R])[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc70510>]
CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,"[{4, 5, 6, 7}, {10}, {11}, {12}, {17}, {20}, {22}, {26}]","['O=C(N([R])[R])N([R])[R]', 'F[R]', 'F[R]', 'F[R]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc71230>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71310>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70e40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71770>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc718c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc719a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70eb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71930>]"
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,"[{32, 33, 2, 3, 6, 7, 8, 9}, {16, 17, 18, 19, 20, 21, 22}]","['C=CC(=O)N([R])C(=O)N([R])[R]', 'O=C(N([R])[R])N([R])S(=O)(=O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc70970>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71a10>]"
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,"[{0}, {7}, {9}, {11, 12, 13}]","['N[Cal]', 'O[Car]', 'O[Car]', 'O=C(O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc71a80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc711c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71620>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71bd0>]"
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,"[{3, 4, 5}, {7}, {16}, {14}, {21}, {22}, {32}]","['O=C([R])N([R])[R]', '[R]O[R]', '[R]N[R]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc71b60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71070>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71690>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc717e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71af0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71c40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71f50>]"
CN(C)CCC(c1ccccc1)c1ccccn1,"[{1}, {17}]","['[R]N([R])[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc71700>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71e70>]"
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],"[{1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13}, {25, 26, 27}]","['O=C(C=CN([R])C=CC(=O)O[R])O[R]', 'O=[N+]([O-])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc71540>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71850>]"
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,"[{0, 1, 2, 3, 4, 5}, {17}, {26}, {29}]","['C=CC=CC=C', 'O[Cal]', 'O[Cal]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc71cb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc70c10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72110>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc722d0>]"
CN1CCCN=C1/C=C/c1cccs1,"[{1, 5, 6, 7, 8}, {13}]","['C=CC(=N[R])N([R])[R]', '[Sar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc720a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc721f0>]"
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,"[{1}, {4, 5, 6}, {10, 11, 20}, {15}, {17}, {22}, {26}, {29, 30}, {35, 36, 45}, {40}, {48, 49, 46, 47}, {53, 54, 55}, {58}]","['[R]O[R]', '[R]OCO[R]', '[R]OCO[R]', 'O[Cal]', 'O[Cal]', '[R]N([R])[R]', 'O[Cal]', 'O=C[R]', '[R]OCO[R]', '[R]N([R])[R]', 'C=CC=C', 'O=C([R])O[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc72c00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72030>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72ce0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72c70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72d50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc729d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72730>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72f80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72e30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72ff0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72ea0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72f10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc730d0>]"
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,"[{4, 5, 11, 12, 13}, {26}, {27}, {28}, {29}]","['O=C1[R]N=CN1[R]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc73140>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc73060>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72180>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72500>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc71d20>]"
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,"[{1}, {9, 10, 11}, {13}, {14}]","['[R]N([R])[R]', 'O=C([R])N([R])[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cc72490>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72880>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc728f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cc72a40>]"
